Age,Height,Weight,Team,Year,City,Event,Medal
24.0,193.0,88.0,Russia,2004,Athina,Tennis Men's Singles,---
20.0,185.0,79.0,United States,1992,Barcelona,Tennis Men's Singles,---
23.0,179.0,74.0,Spain,1988,Seoul,Tennis Men's Singles,---
27.0,179.0,74.0,Spain,1992,Barcelona,Tennis Men's Singles,---
20.0,178.0,70.0,Spain,1988,Seoul,Tennis Men's Singles,---
19.0,177.0,68.0,France,1992,Barcelona,Tennis Men's Singles,---
27.0,177.0,68.0,France,2000,Sydney,Tennis Men's Singles,---
31.0,177.0,68.0,France,2004,Athina,Tennis Men's Singles,---
24.0,185.0,70.0,Brazil,2004,Athina,Tennis Men's Singles,---
23.0,180.0,76.0,Armenia,1996,Atlanta,Tennis Men's Singles,---
27.0,180.0,76.0,Armenia,2000,Sydney,Tennis Men's Singles,---
31.0,180.0,76.0,Armenia,2004,Athina,Tennis Men's Singles,---
24.0,180.0,74.0,Hungary,2000,Sydney,Tennis Men's Singles,---
28.0,200.0,83.0,Netherlands,1988,Seoul,Tennis Men's Singles,---
24.0,180.0,70.0,Germany,2000,Sydney,Tennis Men's Singles,---
28.0,180.0,70.0,Germany,2004,Athina,Tennis Men's Singles,---
32.0,180.0,70.0,Germany,2008,Beijing,Tennis Men's Singles,---
25.0,191.0,82.0,United States,1988,Seoul,Tennis Men's Singles,---
31.0,175.0,67.0,Israel,2016,Rio de Janeiro,Tennis Men's Singles,---
24.0,190.0,75.0,Italy,2008,Beijing,Tennis Men's Singles,---
28.0,190.0,75.0,Italy,2012,London,Tennis Men's Singles,---
32.0,190.0,75.0,Italy,2016,Rio de Janeiro,Tennis Men's Singles,---
22.0,183.0,73.0,Netherlands,1992,Barcelona,Tennis Men's Singles,---
26.0,183.0,73.0,Netherlands,1996,Atlanta,Tennis Men's Singles,---
23.0,183.0,69.0,France,2008,Beijing,Tennis Men's Singles,---
27.0,183.0,69.0,France,2012,London,Tennis Men's Singles,---
31.0,183.0,69.0,France,2016,Rio de Janeiro,Tennis Men's Singles,---
20.0,175.0,72.0,Austria,1988,Seoul,Tennis Men's Singles,---
23.0,175.0,72.0,Austria,1992,Barcelona,Tennis Men's Singles,---
28.0,185.0,79.0,Bahamas,1992,Barcelona,Tennis Men's Singles,---
23.0,191.0,84.0,United States,2016,Rio de Janeiro,Tennis Men's Singles,---
19.0,193.0,81.0,Sweden,2004,Athina,Tennis Men's Singles,---
23.0,193.0,81.0,Sweden,2008,Beijing,Tennis Men's Singles,---
27.0,180.0,76.0,Japan,2012,London,Tennis Men's Singles,---
26.0,177.0,72.0,South Korea,1988,Seoul,Tennis Men's Singles,---
27.0,185.0,73.0,Portugal,2016,Rio de Janeiro,Tennis Men's Singles,---
26.0,183.0,77.0,United States,2000,Sydney,Tennis Men's Singles,---
30.0,183.0,77.0,United States,2004,Athina,Tennis Men's Singles,---
25.0,182.0,76.0,Argentina,2000,Sydney,Tennis Men's Singles,---
24.0,203.0,98.0,Czechoslovakia,1988,Seoul,Tennis Men's Singles,---
21.0,185.0,80.0,Thailand,2000,Sydney,Tennis Men's Singles,---
25.0,185.0,80.0,Thailand,2004,Athina,Tennis Men's Singles,---
26.0,193.0,80.0,Ukraine,2012,London,Tennis Men's Singles,---
27.0,190.0,85.0,Italy,2008,Beijing,Tennis Men's Singles,---
21.0,180.0,74.0,West Germany,1988,Seoul,Tennis Men's Singles,---
24.0,180.0,74.0,Germany,1992,Barcelona,Tennis Men's Singles,---
29.0,186.0,79.0,Czech Republic,2008,Beijing,Tennis Men's Singles,---
33.0,186.0,79.0,Czech Republic,2012,London,Tennis Men's Singles,---
27.0,185.0,77.0,New Zealand,1996,Atlanta,Tennis Men's Singles,---
28.0,192.0,79.0,Germany,1992,Barcelona,Tennis Men's Singles,---
26.0,185.0,80.0,Australia,1996,Atlanta,Tennis Men's Singles,---
26.0,196.0,87.0,Germany,2016,Rio de Janeiro,Tennis Men's Singles,---
27.0,173.0,66.0,Japan,2016,Rio de Janeiro,Tennis Men's Singles,---
24.0,180.0,63.0,China,2008,Beijing,Tennis Men's Singles,---
25.0,180.0,72.0,Canada,1992,Barcelona,Tennis Men's Singles,---
20.0,177.0,70.0,Venezuela,1996,Atlanta,Tennis Men's Singles,---
31.0,180.0,72.0,United States,2000,Sydney,Tennis Men's Singles,---
22.0,193.0,83.0,Denmark,1988,Seoul,Tennis Men's Singles,---
31.0,174.0,59.0,Australia,1920,Antwerpen,Tennis Men's Singles,---
22.0,183.0,73.0,Australia,2016,Rio de Janeiro,Tennis Men's Singles,---
28.0,187.0,74.0,Sweden,2000,Sydney,Tennis Men's Singles,---
24.0,180.0,80.0,Serbia,2008,Beijing,Tennis Men's Singles,---
28.0,180.0,80.0,Serbia,2012,London,Tennis Men's Singles,---
19.0,195.0,90.0,Australia,2012,London,Tennis Men's Singles,---
26.0,190.0,86.0,Serbia,2012,London,Tennis Men's Singles,---
30.0,190.0,86.0,Serbia,2016,Rio de Janeiro,Tennis Men's Singles,---
27.0,188.0,91.0,France,2012,London,Tennis Men's Singles,---
31.0,188.0,91.0,France,2016,Rio de Janeiro,Tennis Men's Singles,---
21.0,168.0,61.0,Japan,1988,Seoul,Tennis Men's Singles,---
25.0,185.0,81.0,Russia,2008,Beijing,Tennis Men's Singles,---
29.0,185.0,81.0,Russia,2012,London,Tennis Men's Singles,---
28.0,178.0,75.0,Zimbabwe,2000,Sydney,Tennis Men's Singles,---
27.0,178.0,73.0,Romania,2012,London,Tennis Men's Singles,---
25.0,191.0,81.0,Czech Republic,1996,Atlanta,Tennis Men's Singles,---
27.0,173.0,68.0,Czechoslovakia,1992,Barcelona,Tennis Men's Singles,---
29.0,185.0,73.0,South Africa,1992,Barcelona,Tennis Men's Singles,---
22.0,186.0,84.0,Czech Republic,2000,Sydney,Tennis Men's Singles,---
30.0,186.0,84.0,Czech Republic,2008,Beijing,Tennis Men's Singles,---
28.0,188.0,81.0,Spain,2012,London,Tennis Men's Singles,---
23.0,180.0,75.0,Spain,2000,Sydney,Tennis Men's Singles,---
19.0,178.0,68.0,Sweden,2000,Sydney,Tennis Men's Singles,---
24.0,188.0,84.0,India,2012,London,Tennis Men's Singles,---
22.0,184.0,74.0,Italy,2004,Athina,Tennis Men's Singles,---
22.0,182.0,86.0,Belarus,2000,Sydney,Tennis Men's Singles,---
26.0,182.0,86.0,Belarus,2004,Athina,Tennis Men's Singles,---
21.0,188.0,79.0,Soviet Union,1988,Seoul,Tennis Men's Singles,---
27.0,180.0,79.0,United States,1996,Atlanta,Tennis Men's Singles,---
23.0,183.0,79.0,Switzerland,2008,Beijing,Tennis Men's Singles,---
27.0,183.0,79.0,Switzerland,2012,London,Tennis Men's Singles,---
18.0,180.0,70.0,Indonesia,1992,Barcelona,Tennis Men's Singles,---
22.0,180.0,72.0,Great Britain,1992,Barcelona,Tennis Men's Singles,---
21.0,178.0,75.0,Australia,1992,Barcelona,Tennis Men's Singles,---
25.0,178.0,75.0,Australia,1996,Atlanta,Tennis Men's Singles,---
23.0,183.0,73.0,United States,2012,London,Tennis Men's Singles,---
26.0,185.0,82.0,South Korea,1988,Seoul,Tennis Men's Singles,---
23.0,182.0,82.0,China,2008,Beijing,Tennis Men's Singles,---
22.0,182.0,72.0,Russia,2004,Athina,Tennis Men's Singles,---
26.0,182.0,72.0,Russia,2008,Beijing,Tennis Men's Singles,---
30.0,182.0,72.0,Russia,2012,London,Tennis Men's Singles,---
24.0,170.0,68.0,Peru,1992,Barcelona,Tennis Men's Singles,---
22.0,182.0,77.0,Argentina,2000,Sydney,Tennis Men's Singles,---
26.0,182.0,77.0,Argentina,2004,Athina,Tennis Men's Singles,---
26.0,183.0,80.0,China,2008,Beijing,Tennis Men's Singles,---
25.0,198.0,96.0,Yugoslavia,1988,Seoul,Tennis Men's Singles,---
