Age,Height,Weight,Team,Year,City,Event,Medal
31.0,166.0,63.0,Belgium,2012,London,Tennis Men's Singles,---
21.0,187.0,89.0,United States,2004,Athina,Tennis Men's Singles,---
29.0,187.0,89.0,United States,2012,London,Tennis Men's Singles,---
31.0,196.0,81.0,Czech Republic,2016,Rio de Janeiro,Tennis Men's Singles,---
21.0,200.0,88.0,Switzerland,1992,Barcelona,Tennis Men's Singles,Gold
25.0,200.0,88.0,Switzerland,1996,Atlanta,Tennis Men's Singles,---
22.0,190.0,88.0,Great Britain,1996,Atlanta,Tennis Men's Singles,---
27.0,190.0,88.0,Great Britain,2000,Sydney,Tennis Men's Singles,---
19.0,188.0,75.0,Norway,1992,Barcelona,Tennis Men's Singles,---
23.0,188.0,75.0,Norway,1996,Atlanta,Tennis Men's Singles,---
28.0,188.0,75.0,Norway,2000,Sydney,Tennis Men's Singles,---
20.0,193.0,88.0,Russia,2000,Sydney,Tennis Men's Singles,---
